id,date,brand,serie,model,year,fuel,transmission,km,type,hp,cc,traction,color,guarantee,Nation,from_whome,change,status,price,city,county,neighborhood
734925101,28 ocak 2020,ford,focus,1.6 tdci collection,2008,dizel,manuel,240.000,sedan,110,1560,önden çekiş,gri,evet,türkiye (tr) plakalı,sahibinden,hayır,i̇kinci el,46.750,Tekirdağ,Süleymanpaşa,Gündoğdu - Turgut Mh.
784941019,28 ocak 2020,ford,focus,1.6 ghia,2000,benzin & lpg,otomatik,185.000,hatchback 5 kapı,100,1596,önden çekiş,kırmızı,hayır,türkiye (tr) plakalı,sahibinden,hayır,i̇kinci el,35.000,Hakkari,Merkez,Medrese Mah.
784938662,28 ocak 2020,ford,focus,1.6 tdci trend x,2015,dizel,manuel,124.500,sedan,95,1560,önden çekiş,beyaz,hayır,türkiye (tr) plakalı,sahibinden,evet,i̇kinci el,97.000,İstanbul,Esenyurt,Mehmet Akif Ersoy Mh.
784936419,28 ocak 2020,ford,focus,1.6 tdci trend,2009,dizel,manuel,250.000,sedan,110,1560,önden çekiş,beyaz,hayır,türkiye (tr) plakalı,sahibinden,hayır,i̇kinci el,56.000,Kayseri,Melikgazi,Gökkent Mh.
784948730,28 ocak 2020,ford,focus,1.5 tdci trend x,2015,dizel,yarı otomatik,147.000,sedan,120,1499,önden çekiş,beyaz,evet,türkiye (tr) plakalı,galeriden,evet,i̇kinci el,105.000,Denizli,Merkezefendi,Sümer Mh.
784942228,28 ocak 2020,ford,focus,1.6 comfort,2004,benzin & lpg,manuel,175.000,sedan,100,1596,önden çekiş,beyaz,hayır,türkiye (tr) plakalı,galeriden,evet,i̇kinci el,46.000,Osmaniye,Kadirli,Cemalpaşa Mh.
784932270,28 ocak 2020,ford,focus,1.6 collection,2007,benzin & lpg,manuel,143.000,sedan,115,1596,önden çekiş,füme,hayır,türkiye (tr) plakalı,sahibinden,evet,i̇kinci el,52.000,Antalya,Kepez,Gülveren Mh.
784948729,28 ocak 2020,ford,focus,1.6 tdci titanium,2015,dizel,manuel,120.000,sedan,115,1560,önden çekiş,gümüş gri,hayır,türkiye (tr) plakalı,galeriden,evet,i̇kinci el,97.500,Giresun,Bulancak,İsmet Paşa Mh.
784856498,28 ocak 2020,ford,focus,1.6 ti-vct titanium,2008,benzin,manuel,137.100,hatchback 5 kapı,115,1596,önden çekiş,mavi,hayır,türkiye (tr) plakalı,sahibinden,evet,i̇kinci el,71.616,Kütahya,Merkez,Alipaşa Mh.
773716811,28 ocak 2020,ford,focus,1.6 ghia,1999,benzin & lpg,manuel,269.000,sedan,100,1596,önden çekiş,mavi,evet,türkiye (tr) plakalı,galeriden,evet,i̇kinci el,34.250,Denizli,Pamukkale,Dokuzkavaklar Mah.
784944737,28 ocak 2020,ford,focus,1.6 tdci titanium,2013,dizel,manuel,99.000,hatchback 5 kapı,115,1560,önden çekiş,kahverengi,hayır,türkiye (tr) plakalı,galeriden,evet,i̇kinci el,98.000,Rize,Fındıklı,Sahil Mah.
784929940,28 ocak 2020,ford,focus,1.6 tdci collection,2010,dizel,manuel,414.000,sedan,90,1560,önden çekiş,gümüş gri,hayır,türkiye (tr) plakalı,sahibinden,hayır,i̇kinci el,48.000,Sakarya,Adapazarı,Orta Mah.
784946108,28 ocak 2020,ford,focus,1.5 tdci trend x,2015,dizel,yarı otomatik,76.000,sedan,120,1499,önden çekiş,beyaz,hayır,türkiye (tr) plakalı,galeriden,hayır,i̇kinci el,119.800,Ankara,Altındağ,Zübeyde Hanım Mh.
784922477,28 ocak 2020,ford,focus,1.6 ti-vct style,2015,benzin & lpg,manuel,53.000,sedan,125,1596,önden çekiş,füme,hayır,türkiye (tr) plakalı,sahibinden,hayır,i̇kinci el,111.000,Nevşehir,Merkez,Cevher Dudayev Mah.
655513826,28 ocak 2020,ford,focus,1.6 collection,2005,benzin & lpg,otomatik,175.000,sedan,100,1596,önden çekiş,gümüş gri,hayır,türkiye (tr) plakalı,sahibinden,hayır,i̇kinci el,39.900,Ankara,Etimesgut,Göksu Mh.
784936469,28 ocak 2020,ford,focus,1.6 tdci trend x,2017,dizel,manuel,48.000,sedan,95,1560,önden çekiş,beyaz,hayır,türkiye (tr) plakalı,galeriden,hayır,i̇kinci el,115.000,Mardin,Kızıltepe,Cumhuriyet Mah.
784933846,28 ocak 2020,ford,focus,1.6 tdci trend,2007,dizel,manuel,295.000,sedan,110,1560,önden çekiş,beyaz,hayır,türkiye (tr) plakalı,galeriden,hayır,i̇kinci el,46.000,Burdur,Merkez,Atatürk Mh.
784922201,28 ocak 2020,ford,focus,1.6 tdci trend x,2014,dizel,manuel,141.000,sedan,95,1560,önden çekiş,beyaz,hayır,türkiye (tr) plakalı,sahibinden,hayır,i̇kinci el,93.000,Van,Muradiye,Ünseli Mh.
784934323,28 ocak 2020,ford,focus,1.6 tdci trend x,2015,dizel,manuel,181.000,sedan,95,1560,önden çekiş,beyaz,hayır,türkiye (tr) plakalı,galeriden,hayır,i̇kinci el,89.500,Hatay,Kırıkhan,Cumhuriyet Mah.
762563355,28 ocak 2020,ford,focus,1.6 tdci style,2012,dizel,manuel,295.000,hatchback 5 kapı,115,1560,önden çekiş,gri,hayır,türkiye (tr) plakalı,galeriden,evet,i̇kinci el,63.500,Ankara,Çankaya,Aşağı Öveçler Mh.
784933364,28 ocak 2020,ford,focus,1.6 ambiente,2000,benzin & lpg,manuel,280.000,station wagon,100,1596,önden çekiş,mavi,hayır,türkiye (tr) plakalı,galeriden,evet,i̇kinci el,27.000,Konya,Çumra,Bardakçı Mh.
784840453,28 ocak 2020,ford,focus,1.5 tdci trend x,2016,dizel,yarı otomatik,135.000,sedan,120,1499,önden çekiş,beyaz,hayır,türkiye (tr) plakalı,galeriden,hayır,i̇kinci el,110.000,Bingöl,Merkez,Şehit Mustafa Gündoğdu Mh.
784930749,28 ocak 2020,ford,focus,2.0 ghia,2000,benzin & lpg,manuel,306.000,sedan,130,1988,önden çekiş,kırmızı,hayır,türkiye (tr) plakalı,galeriden,evet,i̇kinci el,35.750,Isparta,Merkez,Davraz Mah.
779629601,28 ocak 2020,ford,focus,1.5 tdci trend x,2016,dizel,yarı otomatik,137.000,sedan,120,1499,önden çekiş,beyaz,evet,türkiye (tr) plakalı,sahibinden,evet,i̇kinci el,111.000,Antalya,Manavgat,Örnek Mh.
784930218,28 ocak 2020,ford,focus,1.6 ti-vct trend x,2016,benzin & lpg,manuel,41.500,sedan,125,1596,önden çekiş,beyaz,hayır,türkiye (tr) plakalı,galeriden,hayır,i̇kinci el,83.500,Batman,Merkez,Tilmerc Mh.
784931227,28 ocak 2020,ford,focus,1.6 ambiente,2001,benzin & lpg,manuel,385,sedan,100,1596,önden çekiş,gri,hayır,türkiye (tr) plakalı,galeriden,hayır,i̇kinci el,35.750,Adana,Yüreğir,PTT Mh.
754728694,28 ocak 2020,ford,focus,1.6 tdci trend x,2015,dizel,otomatik,75.000,sedan,138,1300,önden çekiş,beyaz,hayır,türkiye (tr) plakalı,galeriden,hayır,i̇kinci el,89.000,İstanbul,Sultangazi,Esentepe Mah.
784921794,28 ocak 2020,ford,focus,1.6 tdci titanium,2010,dizel,manuel,163.500,sedan,110,1560,önden çekiş,siyah,hayır,türkiye (tr) plakalı,sahibinden,evet,i̇kinci el,70.500,Kırıkkale,Merkez,Çalılıöz Mh.
784922380,28 ocak 2020,ford,focus,1.6 tdci style,2014,dizel,manuel,59.500,sedan,115,1560,önden çekiş,gümüş gri,hayır,türkiye (tr) plakalı,sahibinden,hayır,i̇kinci el,107.000,Adana,Çukurova,Belediye Evleri Mah.
784910496,28 ocak 2020,ford,focus,1.6 ghia,2006,benzin & lpg,otomatik,207.000,sedan,100,1596,önden çekiş,gri,hayır,türkiye (tr) plakalı,sahibinden,hayır,i̇kinci el,58.000,Adana,Ceyhan,Namık Kemal Mh.
784928984,28 ocak 2020,ford,focus,1.6 tdci trend x,2012,dizel,manuel,139.000,sedan,95,1560,önden çekiş,beyaz,hayır,türkiye (tr) plakalı,galeriden,evet,i̇kinci el,89.750,Balıkesir,Altıeylül,Plevne Mah.
784903673,28 ocak 2020,ford,focus,1.6 tdci trend,2012,dizel,manuel,167.000,sedan,95,1560,önden çekiş,füme,hayır,türkiye (tr) plakalı,sahibinden,evet,i̇kinci el,69.750,Ağrı,Patnos,Yeni Mah.
784928013,28 ocak 2020,ford,focus,1.5 tdci trend x,2016,dizel,yarı otomatik,81.000,sedan,120,1499,önden çekiş,beyaz,evet,türkiye (tr) plakalı,galeriden,evet,i̇kinci el,127.000,Eskişehir,Odunpazarı,Sultandere 75. Yıl Mh.
784922173,28 ocak 2020,ford,focus,1.6 tdci trend x,2011,dizel,manuel,185.000,sedan,110,1560,önden çekiş,gri,hayır,türkiye (tr) plakalı,sahibinden,evet,i̇kinci el,75.000,Bolu,Merkez,Bahçelievler Mh.
784912686,28 ocak 2020,ford,focus,1.6 tdci titanium,2011,dizel,manuel,177.000,sedan,88,1450,önden çekiş,gri,hayır,türkiye (tr) plakalı,sahibinden,evet,i̇kinci el,70.000,Ankara,Mamak,Mutlu Mah.
784921614,28 ocak 2020,ford,focus,1.6 tdci trend x,2017,dizel,manuel,87.000,sedan,95,1560,önden çekiş,beyaz,evet,türkiye (tr) plakalı,sahibinden,hayır,i̇kinci el,118.500,Kayseri,Melikgazi,Anbar Mah.
784919359,28 ocak 2020,ford,focus,1.5 tdci trend x,2015,dizel,yarı otomatik,229.000,sedan,120,1499,önden çekiş,beyaz,hayır,türkiye (tr) plakalı,sahibinden,hayır,i̇kinci el,97.000,Batman,Kozluk,Tepecik Mah.
773628376,28 ocak 2020,ford,focus,1.5 tdci titanium,2017,dizel,yarı otomatik,65.750,sedan,120,1499,önden çekiş,beyaz,evet,türkiye (tr) plakalı,sahibinden,hayır,i̇kinci el,154.500,Konya,Selçuklu,Yazır Mh.
784911339,28 ocak 2020,ford,focus,1.6 ti-vct trend x,2015,benzin & lpg,manuel,41.000,hatchback 5 kapı,125,1596,önden çekiş,kırmızı,hayır,türkiye (tr) plakalı,sahibinden,evet,i̇kinci el,108.000,Trabzon,Akçaabat,Dürbinar Mh.
784914345,28 ocak 2020,ford,focus,1.5 tdci trend x,2015,dizel,yarı otomatik,62.000,sedan,120,1499,önden çekiş,beyaz,evet,türkiye (tr) plakalı,sahibinden,evet,i̇kinci el,120.000,İstanbul,Kağıthane,Merkez Mah.
784912817,28 ocak 2020,ford,focus,1.6 tdci trend x,2014,dizel,manuel,109.000,sedan,95,1560,önden çekiş,gümüş gri,hayır,türkiye (tr) plakalı,sahibinden,evet,i̇kinci el,92.500,Konya,Ereğli,Pirömer Mh.
784907571,28 ocak 2020,ford,focus,1.6 ti-vct style,2017,benzin,manuel,38.500,sedan,125,1596,önden çekiş,gri,evet,türkiye (tr) plakalı,sahibinden,hayır,i̇kinci el,121.500,Kocaeli,Gölcük,İhsaniye Merkez Mh.
784899630,28 ocak 2020,ford,focus,1.6 tdci collection,2008,dizel,manuel,199.000,hatchback 5 kapı,110,1560,önden çekiş,gri,hayır,türkiye (tr) plakalı,sahibinden,hayır,i̇kinci el,57.500,Adana,Çukurova,Belediye Evleri Mah.
784903928,28 ocak 2020,ford,focus,1.5 tdci trend x,2017,dizel,yarı otomatik,145.000,sedan,120,1499,önden çekiş,füme,hayır,türkiye (tr) plakalı,sahibinden,evet,i̇kinci el,111.500,İstanbul,Küçükçekmece,Cennet Mah.
784903121,28 ocak 2020,ford,focus,1.6 trend x,2008,benzin & lpg,manuel,185.000,sedan,113,1450,önden çekiş,gümüş gri,hayır,türkiye (tr) plakalı,sahibinden,hayır,i̇kinci el,58.000,Ordu,Fatsa,Dolunay Mah.
784920755,28 ocak 2020,ford,focus,1.6 tdci trend x,2010,dizel,manuel,235.000,sedan,90,1560,önden çekiş,beyaz,evet,türkiye (tr) plakalı,galeriden,evet,i̇kinci el,58.500,Ankara,Çubuk,Yıldırım Beyazıt Mh.
784919138,28 ocak 2020,ford,focus,1.6 tdci trend x,2016,dizel,manuel,83.000,sedan,88,1450,önden çekiş,beyaz,hayır,türkiye (tr) plakalı,galeriden,evet,i̇kinci el,109.500,İstanbul,Pendik,Bahçelievler Mh.
784921300,28 ocak 2020,ford,focus,1.8 tdci comfort,2003,dizel,manuel,260.000,sedan,100,1753,önden çekiş,mavi,hayır,türkiye (tr) plakalı,galeriden,evet,i̇kinci el,36.500,Eskişehir,Odunpazarı,Sultandere 75. Yıl Mh.
784910471,28 ocak 2020,ford,focus,1.6 tdci ghia,2006,dizel,manuel,214.000,sedan,110,1560,önden çekiş,gümüş gri,evet,türkiye (tr) plakalı,galeriden,evet,i̇kinci el,57.500,Niğde,Bor,Ahmet Kuddusi Mah.
784919988,28 ocak 2020,ford,focus,1.6 tdci trend,2007,dizel,yarı otomatik,240.000,sedan,110,1560,önden çekiş,beyaz,hayır,türkiye (tr) plakalı,galeriden,evet,i̇kinci el,48.950,İstanbul,Bağcılar,100. Yıl Mh.
784918729,28 ocak 2020,ford,focus,1.5 tdci trend x,2016,dizel,yarı otomatik,53.000,sedan,120,1499,önden çekiş,beyaz,evet,türkiye (tr) plakalı,galeriden,evet,i̇kinci el,117.500,Adana,Seyhan,Yeşiloba Mh.
784895781,28 ocak 2020,ford,focus,1.6 comfort,2011,benzin & lpg,otomatik,118.000,sedan,100,1596,önden çekiş,bej,hayır,türkiye (tr) plakalı,sahibinden,evet,i̇kinci el,48.750,Sakarya,Sapanca,Kırkpınar Hasanpaşa Mh.
784908915,28 ocak 2020,ford,focus,1.6 ghia,2000,benzin & lpg,manuel,204.000,hatchback 5 kapı,100,1596,önden çekiş,mavi,hayır,türkiye (tr) plakalı,sahibinden,evet,i̇kinci el,44.500,Adana,Seyhan,Pınar Mh.
784908597,28 ocak 2020,ford,focus,1.6 trend,2006,benzin & lpg,otomatik,82.237,station wagon,100,1596,önden çekiş,gri,hayır,türkiye (tr) plakalı,sahibinden,hayır,i̇kinci el,45.000,İstanbul,Eyüpsultan,Akşemsettin Mh.
784884952,28 ocak 2020,ford,focus,1.6 tdci trend x,2017,dizel,manuel,75.000,sedan,95,1560,önden çekiş,beyaz,evet,türkiye (tr) plakalı,sahibinden,hayır,i̇kinci el,118.000,İstanbul,Sancaktepe,Veysel Karani Mah.
784919043,28 ocak 2020,ford,focus,1.6 tdci titanium,2013,dizel,manuel,172.000,sedan,115,1560,önden çekiş,füme,hayır,türkiye (tr) plakalı,galeriden,evet,i̇kinci el,97.500,Kayseri,Kocasinan,Yıldızevler Mh.
784900287,28 ocak 2020,ford,focus,1.6 tdci titanium,2015,dizel,manuel,158.000,sedan,115,1560,önden çekiş,beyaz,evet,türkiye (tr) plakalı,sahibinden,evet,i̇kinci el,91.750,İstanbul,Pendik,Kaynarca Mah.
784917324,28 ocak 2020,ford,focus,1.5 tdci trend x,2017,dizel,yarı otomatik,83.500,sedan,120,1499,önden çekiş,beyaz,evet,türkiye (tr) plakalı,galeriden,evet,i̇kinci el,131.900,İzmir,Gaziemir,Dokuz Eylül Mh.
784897760,28 ocak 2020,ford,focus,1.6 comfort,2004,benzin & lpg,manuel,202.956,sedan,100,1596,önden çekiş,gri,hayır,türkiye (tr) plakalı,sahibinden,evet,i̇kinci el,39.500,Adana,Seyhan,İsmetpaşa Mh.
784902638,28 ocak 2020,ford,focus,1.6 ti-vct titanium,2017,benzin,yarı otomatik,15.000,sedan,125,1596,önden çekiş,beyaz,evet,türkiye (tr) plakalı,sahibinden,hayır,i̇kinci el,142.500,Malatya,Yeşilyurt,Turgut Özal Mh.
784913025,28 ocak 2020,ford,focus,1.6 tdci titanium,2014,dizel,manuel,77.000,sedan,115,1560,önden çekiş,füme,hayır,türkiye (tr) plakalı,sahibinden,evet,i̇kinci el,74.500,Bingöl,Merkez,Recep Tayyip Erdoğan Mh.
784914844,28 ocak 2020,ford,focus,1.5 tdci trend x,2018,dizel,manuel,65.000,sedan,120,1500,önden çekiş,beyaz,hayır,türkiye (tr) plakalı,galeriden,hayır,i̇kinci el,123.500,Adana,Seyhan,Yeşiloba Mh.
784915382,28 ocak 2020,ford,focus,1.6 tdci ghia,2006,dizel,manuel,248.500,sedan,110,1560,önden çekiş,beyaz,hayır,türkiye (tr) plakalı,galeriden,hayır,i̇kinci el,54.500,Mersin,Toroslar,Korukent Mah.
784910874,28 ocak 2020,ford,focus,1.6 tdci trend x,2016,dizel,manuel,104.000,sedan,95,1560,önden çekiş,beyaz,hayır,türkiye (tr) plakalı,galeriden,hayır,i̇kinci el,110.000,Şanlıurfa,Haliliye,Ahmet Yesevi Mah.
784912971,28 ocak 2020,ford,focus,1.6 ambiente,2000,benzin & lpg,manuel,128.000,sedan,100,1596,önden çekiş,gümüş gri,hayır,türkiye (tr) plakalı,galeriden,hayır,i̇kinci el,39.750,Ankara,Mamak,Yeşilbayır Mh.
784910874,28 ocak 2020,ford,focus,1.6 tdci trend x,2016,dizel,manuel,104.000,sedan,95,1560,önden çekiş,beyaz,hayır,türkiye (tr) plakalı,galeriden,hayır,i̇kinci el,110.000,Şanlıurfa,Haliliye,Ahmet Yesevi Mah.
784912971,28 ocak 2020,ford,focus,1.6 ambiente,2000,benzin & lpg,manuel,128.000,sedan,100,1596,önden çekiş,gümüş gri,hayır,türkiye (tr) plakalı,galeriden,hayır,i̇kinci el,39.750,Ankara,Mamak,Yeşilbayır Mh.
784912614,28 ocak 2020,ford,focus,1.6 tdci ghia,2008,dizel,manuel,272.000,sedan,113,1450,önden çekiş,füme,hayır,türkiye (tr) plakalı,galeriden,hayır,i̇kinci el,37.500,Şanlıurfa,Haliliye,Paşabağı Mh.
784912829,28 ocak 2020,ford,focus,1.6 ti-vct titanium,2018,benzin,manuel,25.000,sedan,125,1596,önden çekiş,gri,evet,türkiye (tr) plakalı,galeriden,evet,i̇kinci el,143.900,Erzurum,Yakutiye,Kurtuluş Mh.
784848365,28 ocak 2020,ford,focus,1.6 tdci titanium,2010,dizel,manuel,190.500,sedan,110,1560,önden çekiş,gümüş gri,hayır,türkiye (tr) plakalı,sahibinden,hayır,i̇kinci el,66.500,Antalya,Kepez,Yeni Doğan Mh.
784910110,28 ocak 2020,ford,focus,1.5 tdci trend x,2016,dizel,yarı otomatik,74.800,sedan,120,1499,önden çekiş,beyaz,evet,türkiye (tr) plakalı,galeriden,evet,i̇kinci el,128.900,İzmir,Buca,İnönü Mh.
784910354,28 ocak 2020,ford,focus,1.6 tdci style,2014,dizel,manuel,166.000,sedan,115,1560,önden çekiş,gri,hayır,türkiye (tr) plakalı,galeriden,evet,i̇kinci el,84.500,Eskişehir,Odunpazarı,İstiklal Mh.
784865243,28 ocak 2020,ford,focus,1.6 collection,2011,benzin & lpg,manuel,170.000,hatchback 5 kapı,100,1596,önden çekiş,gümüş gri,hayır,türkiye (tr) plakalı,sahibinden,hayır,i̇kinci el,68.000,Diyarbakır,Çermik,Tepe Mah.
784883891,28 ocak 2020,ford,focus,1.6 ambiente,2000,benzin & lpg,manuel,242.339,hatchback 5 kapı,100,1596,önden çekiş,mavi,hayır,türkiye (tr) plakalı,sahibinden,hayır,i̇kinci el,37.000,Konya,Ereğli,Boyacıali Mh.
762573115,28 ocak 2020,ford,focus,1.6 tdci trend,2006,dizel,manuel,168.000,sedan,110,1560,önden çekiş,mavi,hayır,türkiye (tr) plakalı,galeriden,evet,i̇kinci el,52.500,Kocaeli,İzmit,Sanayi Mah.
784881172,28 ocak 2020,ford,focus,1.6 tdci style,2014,dizel,manuel,48.500,sedan,115,1560,önden çekiş,beyaz,hayır,türkiye (tr) plakalı,sahibinden,evet,i̇kinci el,108.000,İzmir,Karşıyaka,Dedebaşı Mh.
784866951,28 ocak 2020,ford,focus,1.6 tdci trend x,2013,dizel,manuel,171.800,sedan,95,1560,önden çekiş,gri,hayır,türkiye (tr) plakalı,galeriden,evet,i̇kinci el,76.500,Mersin,Toroslar,Korukent Mah.
784908575,28 ocak 2020,ford,focus,1.6 tdci ghia,2006,dizel,manuel,156.700,sedan,110,1560,önden çekiş,gümüş gri,hayır,türkiye (tr) plakalı,galeriden,evet,i̇kinci el,66.500,Kahramanmaraş,Onikişubat,Oruç Reis Mh.
773304349,28 ocak 2020,ford,focus,1.5 tdci trend x,2016,dizel,yarı otomatik,125.000,sedan,120,1499,önden çekiş,beyaz,evet,türkiye (tr) plakalı,galeriden,evet,i̇kinci el,120.000,İstanbul,Bağcılar,Göztepe Mh.
784842667,28 ocak 2020,ford,focus,1.6 collection,2004,benzin & lpg,manuel,273.085,sedan,100,1596,önden çekiş,beyaz,hayır,türkiye (tr) plakalı,sahibinden,hayır,i̇kinci el,49.500,İzmir,Karşıyaka,Bahriye Üçok Mh.
784876151,28 ocak 2020,ford,focus,1.6 tdci trend,2007,dizel,yarı otomatik,156.000,sedan,110,1560,önden çekiş,gri,hayır,türkiye (tr) plakalı,sahibinden,evet,i̇kinci el,54.500,İstanbul,Arnavutköy,Mustafa Kemal Paşa Mh.
784907805,28 ocak 2020,ford,focus,1.6 tdci trend x,2017,dizel,manuel,51.900,sedan,95,1560,önden çekiş,beyaz,evet,türkiye (tr) plakalı,galeriden,evet,i̇kinci el,118.900,Hatay,Dörtyol,Numune Evler Mah.
784896789,28 ocak 2020,ford,focus,1.6 tdci trend x,2011,dizel,manuel,184.000,sedan,110,1560,önden çekiş,gümüş gri,hayır,türkiye (tr) plakalı,galeriden,evet,i̇kinci el,62.500,İstanbul,Bağcılar,Göztepe Mh.
784874709,28 ocak 2020,ford,focus,1.5 tdci style,2016,dizel,yarı otomatik,63.000,sedan,120,1499,önden çekiş,siyah,hayır,türkiye (tr) plakalı,sahibinden,evet,i̇kinci el,110.000,İstanbul,Çekmeköy,Mehmet Akif Ersoy Mah.
784882768,28 ocak 2020,ford,focus,1.5 tdci trend x,2015,dizel,yarı otomatik,72.000,sedan,120,1499,önden çekiş,beyaz,hayır,türkiye (tr) plakalı,sahibinden,hayır,i̇kinci el,118.000,Aksaray,Merkez,Minarecik Mah.
784874709,28 ocak 2020,ford,focus,1.5 tdci style,2016,dizel,yarı otomatik,63.000,sedan,120,1499,önden çekiş,siyah,hayır,türkiye (tr) plakalı,sahibinden,evet,i̇kinci el,110.000,İstanbul,Çekmeköy,Mehmet Akif Ersoy Mah.
784882768,28 ocak 2020,ford,focus,1.5 tdci trend x,2015,dizel,yarı otomatik,72.000,sedan,120,1499,önden çekiş,beyaz,hayır,türkiye (tr) plakalı,sahibinden,hayır,i̇kinci el,118.000,Aksaray,Merkez,Minarecik Mah.
784881388,28 ocak 2020,ford,focus,1.5 tdci titanium,2016,dizel,yarı otomatik,73.000,sedan,120,1499,önden çekiş,beyaz,evet,türkiye (tr) plakalı,sahibinden,hayır,i̇kinci el,154.500,Ankara,Yenimahalle,Emniyet Mah.
784904190,28 ocak 2020,ford,focus,1.6 tdci titanium,2013,dizel,manuel,181.000,sedan,115,1560,önden çekiş,gümüş gri,hayır,türkiye (tr) plakalı,galeriden,hayır,i̇kinci el,86.000,Gaziantep,Şehitkamil,Aydınlar Mh.
784865223,28 ocak 2020,ford,focus,1.6 titanium x,2014,dizel,manuel,130.000,sedan,138,2750,önden çekiş,beyaz,hayır,türkiye (tr) plakalı,sahibinden,hayır,i̇kinci el,100.000,Diyarbakır,Ergani,Sanayi Mah.
784868744,28 ocak 2020,ford,focus,1.6 ghia,2003,benzin & lpg,manuel,150.000,sedan,100,1596,önden çekiş,gümüş gri,hayır,türkiye (tr) plakalı,sahibinden,hayır,i̇kinci el,55.900,Adana,Yüreğir,Dadaloğlu Mh.
784870798,28 ocak 2020,ford,focus,1.6 tdci trend x,2015,dizel,manuel,137.000,sedan,95,1560,önden çekiş,beyaz,hayır,türkiye (tr) plakalı,sahibinden,hayır,i̇kinci el,107.000,Denizli,Merkezefendi,Yeni Mah.
784863694,28 ocak 2020,ford,focus,1.6 ghia,1999,benzin & lpg,manuel,231.000,sedan,100,1596,önden çekiş,yeşil,hayır,türkiye (tr) plakalı,sahibinden,hayır,i̇kinci el,35.500,Adana,Sarıçam,Mehmet Akif Ersoy Mah.
784898622,28 ocak 2020,ford,focus,1.5 tdci trend x,2017,dizel,yarı otomatik,96.000,sedan,120,1499,önden çekiş,beyaz,hayır,türkiye (tr) plakalı,galeriden,evet,i̇kinci el,121.000,Bursa,Osmangazi,Panayır Mh.
784854409,28 ocak 2020,ford,focus,1.6 tdci trend x,2012,dizel,manuel,144.000,sedan,95,1560,önden çekiş,gri,hayır,türkiye (tr) plakalı,sahibinden,hayır,i̇kinci el,85.500,Mersin,Mezitli,75. Yıl Mh.
784899751,28 ocak 2020,ford,focus,1.6 tdci titanium,2011,dizel,manuel,192.000,sedan,115,1560,önden çekiş,beyaz,hayır,türkiye (tr) plakalı,galeriden,evet,i̇kinci el,78.900,Nevşehir,Merkez,Mehmet Akif Ersoy Mh.
784899669,28 ocak 2020,ford,focus,1.5 tdci trend x,2018,dizel,manuel,65.000,sedan,120,1500,önden çekiş,beyaz,evet,türkiye (tr) plakalı,galeriden,evet,i̇kinci el,132.000,Antalya,Kepez,Mehmet Akif Ersoy Mah.
784853644,28 ocak 2020,ford,focus,1.6 trend,2006,benzin & lpg,manuel,125.600,sedan,100,1596,önden çekiş,gümüş gri,hayır,türkiye (tr) plakalı,sahibinden,hayır,i̇kinci el,48.000,Kahramanmaraş,Türkoğlu,Gaziler Mah.
784894836,28 ocak 2020,ford,focus,1.6 tdci trend x,2014,dizel,manuel,177.000,sedan,95,1560,önden çekiş,beyaz,evet,türkiye (tr) plakalı,galeriden,hayır,i̇kinci el,82.000,Hatay,Antakya,Güzelburç Mh.
784889258,28 ocak 2020,ford,focus,1.6 ti-vct titanium,2016,benzin & lpg,manuel,126.000,sedan,125,1596,önden çekiş,beyaz,hayır,türkiye (tr) plakalı,galeriden,evet,i̇kinci el,122.000,Antalya,Kepez,Gülveren Mh.
784821503,28 ocak 2020,ford,focus,1.6 tdci titanium,2012,dizel,manuel,218.000,hatchback 5 kapı,138,1450,önden çekiş,gümüş gri,hayır,türkiye (tr) plakalı,sahibinden,hayır,i̇kinci el,69.500,Kayseri,Melikgazi,Kayseri OSB
784865033,28 ocak 2020,ford,focus,1.5 tdci titanium,2016,dizel,yarı otomatik,66.200,sedan,120,1499,önden çekiş,beyaz,hayır,türkiye (tr) plakalı,sahibinden,hayır,i̇kinci el,123.000,Antalya,Muratpaşa,Meltem Mah.
784853605,28 ocak 2020,ford,focus,1.6 comfort,2001,benzin & lpg,manuel,241.000,hatchback 5 kapı,100,1596,önden çekiş,lacivert,hayır,türkiye (tr) plakalı,sahibinden,evet,i̇kinci el,35.000,Konya,Selçuklu,Sancak Mah.
784667904,28 ocak 2020,ford,focus,1.6 tdci trend,2013,dizel,manuel,195.000,sedan,95,1560,önden çekiş,beyaz,hayır,türkiye (tr) plakalı,sahibinden,hayır,i̇kinci el,72.500,Niğde,Merkez,Esenbey Mah.
784893428,28 ocak 2020,ford,focus,1.5 tdci style,2016,dizel,yarı otomatik,92.561,sedan,120,1499,önden çekiş,siyah,hayır,türkiye (tr) plakalı,galeriden,evet,i̇kinci el,124.000,İzmir,Gaziemir,Emrez Mah.
784857130,28 ocak 2020,ford,focus,1.6 titanium x,2009,benzin & lpg,manuel,201.000,hatchback 5 kapı,100,1596,önden çekiş,beyaz,hayır,türkiye (tr) plakalı,sahibinden,evet,i̇kinci el,77.500,Şanlıurfa,Hilvan,Bahçelievler Mh.
784888419,28 ocak 2020,ford,focus,1.6 ti-vct style,2014,benzin & lpg,yarı otomatik,85.000,sedan,125,1596,önden çekiş,gümüş gri,hayır,türkiye (tr) plakalı,galeriden,evet,i̇kinci el,99.750,Kocaeli,Gebze,Mustafapaşa Mh.
